code;name;uf;latitude;longitude
5212709;"Mambaí";GO;-14.4885;-46.1131
3160900;"São Brás do Suaçuí";MG;-20.6271;-43.9511
4317756;"Santo Antônio do Planalto";RS;-28.3993;-52.6917
3136108;"Joanésia";MG;-19.1739;-42.6809
3201605;"Conceição da Barra";ES;-18.5945;-39.7311
3528601;"Manduri";SP;-23.0038;-49.3227
3520426;"Ilha Comprida";SP;-24.7376;-47.5318
4309571;"Herveiras";RS;-29.4539;-52.6526
3169059;"Tocos do Moji";MG;-22.3712;-46.0966
5105234;"Lambari D'Oeste";MT;-15.3169;-58.0065
2207553;"Paquetá";PI;-7.1011;-41.7023
3152709;"Prados";MG;-21.0584;-44.0782
1501204;"Baião";PA;-2.7913;-49.6725
2601003;"Angelim";PE;-8.8897;-36.2834
2923506;"Palmeiras";BA;-12.5150;-41.5742
4309555;"Harmonia";RS;-29.5522;-51.4168
3127909;"Grupiara";MG;-18.4933;-47.7232
3520400;"Ilhabela";SP;-23.8144;-45.3655
2101939;"Bernardo do Mearim";MA;-4.6351;-44.7642
4203956;"Capivari de Baixo";SC;-28.4477;-48.9553
3536109;"Pardinho";SP;-23.0815;-48.3740
3553104;"Taiaçu";SP;-21.1456;-48.5139
3144375;"Natalândia";MG;-16.5069;-46.4946
4113759;"Lunardelli";PR;-24.0803;-51.7446
5000252;"Alcinópolis";MS;-18.3288;-53.7135
1709500;"Gurupi";TO;-11.7271;-49.0632
2110104;"Santa Quitéria do Maranhão";MA;-3.5013;-42.5629
3512209;"Conchal";SP;-22.3322;-47.1725
4317707;"Santo Antônio das Missões";RS;-28.5110;-55.2290
2915601;"Itamaraju";BA;-17.0434;-39.5386
2702504;"Dois Riachos";AL;-9.3863;-37.0895
3144359;"Naque";MG;-19.2260;-42.3303
3119708;"Coronel Xavier Chaves";MG;-21.0229;-44.2257
5220702;"Sítio d'Abadia";GO;-14.8052;-46.2528
3128006;"Guanhães";MG;-18.7753;-42.9338
4212106;"Palmitos";SC;-27.0716;-53.1597
3544905;"Sales Oliveira";SP;-20.7703;-47.8386
3553203;"Taiúva";SP;-21.1264;-48.4522
5008404;"Vicentina";MS;-22.4109;-54.4405
2207504;"Palmeirais";PI;-5.9775;-43.0608
3527900;"Lutécia";SP;-22.3393;-50.3918
5105309;"Luciara";MT;-11.2213;-50.6673
2609006;"Macaparana";PE;-7.5562;-35.4530
3201407;"Castelo";ES;-20.6045;-41.2034
2101905;"Bequimão";MA;-2.4493;-44.7830
5220686;"Simolândia";GO;-14.4739;-46.4835
3160702;"Santos Dumont";MG;-21.4561;-43.5528
4211454;"Nova Itaberaba";SC;-26.9411;-52.8135
2907400;"Catolândia";BA;-12.3137;-44.8625
2510105;"Nova Floresta";PB;-6.4577;-36.2047
4317558;"Santo Antônio do Palma";RS;-28.4966;-52.0248
5212501;"Luziânia";GO;-16.2536;-47.9500
3119807;"Córrego Danta";MG;-19.8236;-45.9042
2207355;"Pajeú do Piauí";PI;-7.8559;-42.8220
1304302;"Urucará";AM;-2.5374;-57.7618
3519709;"Ibiúna";SP;-23.6510;-47.2179
2600807;"Altinho";PE;-8.4903;-36.0606
5000203;"Água Clara";MS;-20.4431;-52.8832
1501006;"Aveiro";PA;-3.6044;-55.3320
3545001;"Salesópolis";SP;-23.5309;-45.8466
4122008;"Rio Azul";PR;-25.7233;-50.7882
3144706;"Nova Era";MG;-19.7669;-43.0354
4219606;"Xavantina";SC;-27.0692;-52.3422
3152501;"Pouso Alegre";MG;-22.2309;-45.9361
4203253;"Capão Alto";SC;-27.9368;-50.5110
2501906;"Belém";PB;-6.6966;-35.5378
5212600;"Mairipotaba";GO;-17.2973;-49.4948
3511508;"Cerquilho";SP;-23.1613;-47.7443
3519808;"Icém";SP;-20.3412;-49.1979
2915403;"Itaju do Colônia";BA;-15.1415;-39.7230
1501105;"Bagre";PA;-1.9008;-50.2117
3136504;"Jordânia";MG;-15.8990;-40.1775
4211405;"Nova Erechim";SC;-26.9035;-52.9069
4113809;"Lupionópolis";PR;-22.7517;-51.6579
4219705;"Xaxim";SC;-26.9614;-52.5334
3144672;"Nova Belém";MG;-18.4964;-41.1022
3552502;"Suzano";SP;-23.5466;-46.3098
3511607;"Cesário Lange";SP;-23.2273;-47.9530
2411809;"São Fernando";RN;-6.3774;-37.1859
2207306;"Paes Landim";PI;-7.7781;-42.2548
2306207;"Itaiçaba";CE;-4.6757;-37.8211
2702801;"Flexeiras";AL;-9.2768;-35.7233
5105622;"Mirassol d'Oeste";MT;-15.6745;-58.1024
3144656;"Ninheira";MG;-15.3188;-41.7554
3536000;"Parapuã";SP;-21.7831;-50.7913
3128303;"Guaranésia";MG;-21.2999;-46.8026
2509909;"Natuba";PB;-7.6420;-35.5542
4105607;"Cidade Gaúcha";PR;-23.3835;-52.9445
3503950;"Aspásia";SP;-20.1592;-50.7266
3111705;"Canaã";MG;-20.6856;-42.6207
4211504;"Nova Trento";SC;-27.2863;-48.9303
4317608;"Santo Antônio da Patrulha";RS;-29.8203;-50.5141
2915502;"Itajuípe";BA;-14.6749;-39.3765
3544301;"Roseira";SP;-22.8981;-45.3066
4121307;"Rancho Alegre";PR;-23.0683;-50.9131
5204508;"Caldas Novas";GO;-17.7422;-48.6252
5211909;"Jataí";GO;-17.8858;-51.7240
2110500;"São Bento";MA;-2.7027;-44.8233
2403608;"Extremoz";RN;-5.7068;-35.3056
2102325;"Buriticupu";MA;-4.3178;-46.4601
5008305;"Três Lagoas";MS;-20.7911;-51.7089
2207405;"Palmeira do Piauí";PI;-8.7249;-44.2362
2702900;"Girau do Ponciano";AL;-9.8850;-36.8302
2501708;"Barra de São Miguel";PB;-7.7511;-36.3186
3527801;"Lupércio";SP;-22.4155;-49.8173
3136579;"Josenópolis";MG;-16.5436;-42.5153
3168903;"Tiros";MG;-19.0020;-45.9657
3103504;"Araguari";MG;-18.6442;-48.1973
4203303;"Campo Alegre";SC;-26.1899;-49.2671
2923357;"Ourolândia";BA;-10.9694;-41.0816
4309407;"Guaporé";RS;-28.8482;-51.8906
3120102;"Couto de Magalhães de Minas";MG;-18.0725;-43.4717
2907301;"Castro Alves";BA;-12.7651;-39.4257
2510006;"Nazarezinho";PB;-6.9163;-38.3243
2102309;"Buriti Bravo";MA;-5.8430;-43.8374
2306553;"Itarema";CE;-2.9205;-39.9154
4113106;"Kaloré";PR;-23.8241;-51.6679
5220058;"São João da Paraúna";GO;-16.8153;-50.4105
4121406;"Realeza";PR;-25.7749;-53.5326
4219507;"Xanxerê";SC;-26.8766;-52.4049
3519600;"Ibitinga";SP;-21.7581;-48.8245
2501807;"Bayeux";PB;-7.1251;-34.9268
1717008;"Pindorama do Tocantins";TO;-11.1382;-47.5776
3136553;"José Raydan";MG;-18.2211;-42.4977
3552551;"Suzanápolis";SP;-20.5022;-51.0253
4104907;"Castro";PR;-24.7846;-50.0058
4301206;"Arroio do Tigre";RS;-29.3350;-53.0855
3504008;"Assis";SP;-22.6611;-50.4111
3511409;"Cerqueira César";SP;-23.0346;-49.1650
4316907;"Santa Maria";RS;-29.6852;-53.8036
2102150;"Brejo de Areia";MA;-4.3323;-45.5849
1500404;"Alenquer";PA;-1.9543;-54.7401
4113205;"Lapa";PR;-25.7687;-49.7170
3111507;"Campos Altos";MG;-19.6966;-46.1711
5220157;"São Luiz do Norte";GO;-14.8623;-49.3315
2411601;"São Bento do Norte";RN;-5.0670;-36.0422
3503356;"Arco-Íris";SP;-21.7735;-50.4649
4211306;"Navegantes";SC;-26.9005;-48.6549
2931608;"Teolândia";BA;-13.6053;-39.4898
2915809;"Itambé";BA;-15.2406;-40.6225
3161056;"São Félix de Minas";MG;-18.5917;-41.4878
2306504;"Itapiúna";CE;-4.5611;-38.9198
3136520;"José Gonçalves de Minas";MG;-16.9083;-42.6050
2110302;"Santo Antônio dos Lopes";MA;-4.8694;-44.3590
4121356;"Rancho Alegre D'Oeste";PR;-24.3060;-52.9560
2608453;"Lagoa do Carro";PE;-7.8440;-35.3108
4105003;"Catanduvas";PR;-25.1996;-53.1536
5204300;"Caçu";GO;-18.5583;-51.1309
2403400;"Equador";RN;-6.9463;-36.7137
4308706;"Gaurama";RS;-27.5871;-52.0924
2702702;"Feliz Deserto";AL;-10.2916;-36.3055
2411700;"São Bento do Trairí";RN;-6.3427;-36.0854
3103306;"Aracitaba";MG;-21.3416;-43.3784
4203105;"Caibi";SC;-27.0750;-53.2494
3111606;"Campos Gerais";MG;-21.2355;-45.7580
2923407;"Palmas de Monte Alto";BA;-14.2666;-43.1635
3120151;"Crisólita";MG;-17.2377;-40.9116
5105507;"Vila Bela da Santíssima Trindade";MT;-15.0062;-59.9515
1304260;"Uarini";AM;-2.9849;-65.1606
2907608;"Central";BA;-11.1342;-42.1099
2915908;"Itanagra";BA;-12.2642;-38.0382
2207702;"Parnaíba";PI;-2.9169;-41.7567
2306603;"Itatira";CE;-4.5295;-39.6229
4121208;"Quitandinha";PR;-25.8718;-49.4980
2102101;"Brejo";MA;-3.6816;-42.7507
2510303;"Nova Palmeira";PB;-6.6766;-36.4158
2922755;"Nova Ibiá";BA;-13.8110;-39.6248
5204409;"Caiapônia";GO;-16.9567;-51.8108
5220108;"São Luís de Montes Belos";GO;-16.5232;-50.3715
2110401;"São Benedito do Rio Preto";MA;-3.3308;-43.5271
2403509;"Espírito Santo";RN;-6.3315;-35.3080
4300505;"Alpestre";RS;-27.2518;-53.0345
3120003;"Córrego Novo";MG;-19.8330;-42.4015
3503307;"Araras";SP;-22.3582;-47.3859
4308805;"General Câmara";RS;-29.9058;-51.7628
3103405;"Araçuaí";MG;-16.8551;-42.0618
4203204;"Camboriú";SC;-27.0226;-48.6519
4316972;"Santa Margarida do Sul";RS;-30.3349;-54.0812
2907707;"Chorrochó";BA;-8.9795;-39.1003
3169307;"Três Corações";MG;-21.6994;-45.2562
4113007;"Jussara";PR;-23.6233;-52.4722
2207801;"Paulistana";PI;-8.1409;-41.1481
2930907;"Tabocas do Brejo Velho";BA;-12.7058;-44.0086
2608404;"Jurema";PE;-8.7196;-36.1367
2102200;"Buriti";MA;-3.9427;-42.9247
5105606;"Matupá";MT;-10.1793;-54.9347
2207793;"Pau D'Arco do Piauí";PI;-5.2534;-42.3884
2502102;"Boa Ventura";PB;-7.4201;-38.2177
4316956;"Santa Maria do Herval";RS;-29.4995;-50.9938
2922730;"Nova Fátima";BA;-11.6068;-39.6315
3200805;"Baixo Guandu";ES;-19.5135;-41.0127
2510402;"Olho d'Água";PB;-7.2288;-37.7487
4300604;"Alvorada";RS;-29.9982;-51.0773
3520004;"Igaraçu do Tietê";SP;-22.5089;-48.5574
2608255;"Jucati";PE;-8.7061;-36.4879
3503406;"Arealva";SP;-22.0291;-48.9117
2207777;"Patos do Piauí";PI;-7.6793;-41.2425
4104808;"Cascavel";PR;-24.9530;-53.4796
1304203;"Tefé";AM;-3.3461;-64.7084
5105580;"Marcelândia";MT;-11.0850;-54.5220
2600203;"Afrânio";PE;-8.5159;-41.0059
3161106;"São Francisco";MG;-15.9492;-44.8673
2922706;"Nova Canaã";BA;-14.7926;-40.1429
3119955;"Córrego Fundo";MG;-20.4516;-45.5506
2931004;"Tanhaçu";BA;-14.0223;-41.2449
3144607;"Nepomuceno";MG;-21.2331;-45.2357
2502201;"Bom Jesus";PB;-6.8154;-38.6555
2109700;"Sambaíba";MA;-7.1403;-45.3460
3160959;"São Domingos das Dores";MG;-19.5275;-42.0134
2412005;"São Gonçalo do Amarante";RN;-5.7894;-35.3361
3128253;"Guaraciama";MG;-17.0133;-43.6695
2616407;"Vitória de Santo Antão";PE;-8.1219;-35.2983
4203154;"Calmon";SC;-26.6029;-51.1011
2207751;"Passagem Franca do Piauí";PI;-5.8570;-42.4422
3544251;"Rosana";SP;-22.5800;-53.0586
3152907;"Pratápolis";MG;-20.7446;-46.8614
2306405;"Itapipoca";CE;-3.4824;-39.5656
3111903;"Cana Verde";MG;-21.0201;-45.1838
4300570;"Alto Feliz";RS;-29.3842;-51.3135
2915700;"Itamari";BA;-13.7815;-39.6858
2600054;"Abreu e Lima";PE;-7.9038;-34.9014
4308607;"Garibaldi";RS;-29.2545;-51.5340
4121257;"Ramilândia";PR;-25.1191;-54.0322
2101509;"Barão de Grajaú";MA;-6.7576;-43.0242
4211702;"Orleans";SC;-28.3593;-49.2904
2801108;"Canhoba";SE;-10.1374;-36.9711
2922805;"Nova Itarana";BA;-13.0268;-40.0688
2207603;"Parnaguá";PI;-10.2261;-44.6402
4300554;"Alto Alegre";RS;-28.7767;-52.9912
3136405;"Joaquim Felício";MG;-17.7594;-44.1691
2403806;"Florânia";RN;-6.1257;-36.8177
3552403;"Sumaré";SP;-22.8189;-47.2701
2907509;"Catu";BA;-12.3549;-38.3758
3169109;"Toledo";MG;-22.7430;-46.3719
2608206;"Joaquim Nabuco";PE;-8.6266;-35.5234
3200607;"Aracruz";ES;-19.8250;-40.2648
2510204;"Nova Olinda";PB;-7.4792;-38.0423
2616506;"Xexéu";PE;-8.8054;-35.6272
4219853;"Zortéa";SC;-27.4538;-51.5541
3103702;"Araponga";MG;-20.6668;-42.5208
3112000;"Candeias";MG;-20.7700;-45.2747
5220009;"São João d'Aliança";GO;-14.7058;-47.5251
4203501;"Campo Erê";SC;-26.3994;-53.0872
2502151;"Boa Vista";PB;-7.2631;-36.2426
4316758;"Santa Clara do Sul";RS;-29.4655;-52.0817
4300406;"Alegrete";RS;-29.8016;-55.7969
2801207;"Canindé de São Francisco";SE;-9.6605;-37.7901
3503208;"Araraquara";SP;-21.7930;-48.1753
4121604;"Renascença";PR;-26.1560;-52.9722
3128204;"Guaraciaba";MG;-20.5717;-43.0073
2403905;"Francisco Dantas";RN;-6.0894;-38.1235
3169208;"Tombos";MG;-20.9080;-42.0278
3536406;"Paulicéia";SP;-21.3140;-51.8334
3544202;"Riolândia";SP;-19.9817;-49.6816
2502003;"Belém do Brejo do Cruz";PB;-6.1904;-37.5367
3143906;"Muriaé";MG;-21.1280;-42.3704
2930808;"Souto Soares";BA;-12.0915;-41.6509
2608305;"Jupi";PE;-8.7109;-36.4153
1717206;"Piraquê";TO;-6.7656;-48.2948
2109759;"Santa Filomena do Maranhão";MA;-5.4952;-44.5556
3103801;"Arapuá";MG;-19.0344;-46.1547
3200706;"Atílio Vivácqua";ES;-20.9164;-41.1901
1700707;"Alvorada";TO;-12.4801;-49.1254
5211800;"Jaraguá";GO;-15.7535;-49.3327
1500347;"Água Azul do Norte";PA;-6.8027;-50.4827
4113403;"Leópolis";PR;-23.0810;-50.7533
3536257;"Parisi";SP;-20.3051;-50.0124
3161007;"São Domingos do Prata";MG;-19.8670;-42.9660
3528205;"Macedônia";SP;-20.1457;-50.1946
5007554;"Santa Rita do Pardo";MS;-21.3056;-52.8212
3135704;"Jequitibá";MG;-19.2371;-44.0257
2600104;"Afogados da Ingazeira";PE;-7.7498;-37.6381
2922607;"Nilo Peçanha";BA;-13.6004;-39.1067
3144003;"Mutum";MG;-19.8159;-41.4381
1709005;"Goiatins";TO;-7.7089;-47.3149
4211751;"Otacílio Costa";SC;-27.5050;-50.1135
4308656;"Garruchos";RS;-28.1833;-55.6416
2411908;"São Francisco do Oeste";RN;-5.9986;-38.1677
2930774;"Sobradinho";BA;-9.4719;-40.8053
4300471;"Almirante Tamandaré do Sul";RS;-28.1111;-52.9148
4105201;"Cerro Azul";PR;-24.8246;-49.2632
3152808;"Prata";MG;-19.3078;-48.9271
3111804;"Canápolis";MG;-18.7235;-49.2023
2930766;"Sítio do Quinto";BA;-10.3649;-38.2008
3127503;"Gonzaga";MG;-18.8251;-42.4791
2907558;"Caturama";BA;-13.3306;-42.2925
3103751;"Araporã";MG;-18.4371;-49.1847
3135803;"Jequitinhonha";MG;-16.4337;-41.0035
3168507;"Teixeiras";MG;-20.6518;-42.8566
2313955;"Varjota";CE;-4.1986;-40.4683
4316808;"Santa Cruz do Sul";RS;-29.7137;-52.4286
4300455;"Alegria";RS;-27.8322;-54.0573
1500305;"Afuá";PA;-0.1552;-50.3918
2801009;"Campo do Brito";SE;-10.7496;-37.4941
2403707;"Felipe Guerra";RN;-5.6002;-37.6933
3536208;"Pariquera-Açu";SP;-24.7136;-47.8815
2702108;"Colônia Leopoldina";AL;-8.9106;-35.7234
5203575;"Bonópolis";GO;-13.6502;-49.8322
5007505;"Rochedo";MS;-19.9619;-54.8928
3103603;"Arantina";MG;-21.9131;-44.2544
3552809;"Taboão da Serra";SP;-23.6045;-46.7635
2502052;"Bernardino Batista";PB;-6.4542;-38.5501
3152131;"Ponto Chique";MG;-16.6332;-45.0632
5203559;"Bonfinópolis";GO;-16.6201;-48.9673
3127602;"Gouveia";MG;-18.4550;-43.7412
2109551;"Ribamar Fiquene";MA;-5.9308;-47.3887
3528007;"Macatuba";SP;-22.5007;-48.7108
3160306;"Santo Antônio do Jacinto";MG;-16.5364;-40.1752
3536307;"Patrocínio Paulista";SP;-20.6434;-47.2804
2608602;"Lagoa do Ouro";PE;-9.1245;-36.4588
5212105;"Joviânia";GO;-17.8061;-49.6204
2906873;"Capim Grosso";BA;-11.3790;-40.0069
4113452;"Lindoeste";PR;-25.2686;-53.5724
3143807;"Munhoz";MG;-22.6120;-46.3618
5220405;"São Simão";GO;-18.9949;-50.5477
3201001;"Boa Esperança";ES;-18.5399;-40.2984
4300802;"Antônio Prado";RS;-28.8577;-51.2830
3544608;"Sabino";SP;-21.4592;-49.5789
3503604;"Areiópolis";SP;-22.6693;-48.6627
2206951;"Novo Santo Antônio";PI;-5.2881;-41.9347
2922656;"Nordestina";BA;-10.8234;-39.4301
3119401;"Coronel Fabriciano";MG;-19.5273;-42.6245
2906857;"Capela do Alto Alegre";BA;-11.6685;-39.8382
3152105;"Ponte Nova";MG;-20.4162;-42.9088
1304401;"Urucurituba";AM;-3.1281;-58.1570
2600401;"Água Preta";PE;-8.7066;-35.5210
2101350;"Bacurituba";MA;-2.7075;-44.7374
2608701;"Lagoa dos Gatos";PE;-8.6542;-35.9036
4113429;"Lidianópolis";PR;-24.1091;-51.6576
5212204;"Jussara";GO;-15.8651;-50.8691
3528106;"Macaubal";SP;-20.8072;-49.9649
2931202;"Taperoá";BA;-13.5379;-39.0995
4317251;"Santa Tereza";RS;-29.1713;-51.7359
5104906;"Jangada";MT;-15.2327;-56.4923
3135605;"Jequitaí";MG;-17.2318;-44.4406
4211652;"Novo Horizonte";SC;-26.4457;-52.8340
2314003;"Várzea Alegre";CE;-6.7902;-39.2973
2906824;"Canudos";BA;-9.8978;-39.0271
3519907;"Iepê";SP;-22.6617;-51.0773
2501351;"Assunção";PB;-7.0735;-36.7276
2600500;"Águas Belas";PE;-9.1120;-37.1224
2403756;"Fernando Pedroza";RN;-5.6972;-36.5313
2701902;"Chã Preta";AL;-9.2566;-36.2962
5007935;"Sonora";MS;-17.5879;-54.7529
2923001;"Nova Viçosa";BA;-17.9104;-39.3859
3127404;"Gonçalves";MG;-22.6596;-45.8549
4309050;"Glorinha";RS;-29.8790;-50.7869
3535606;"Paraibuna";SP;-23.3873;-45.6634
3552601;"Tabapuã";SP;-20.9621;-49.0286
2305803;"Ipu";CE;-4.3245;-40.7094
5220207;"São Miguel do Araguaia";GO;-13.2737;-50.1594
2915106;"Itagi";BA;-14.1612;-40.0060
5203609;"Brazabrantes";GO;-16.4315;-49.3879
3127388;"Goianá";MG;-21.5381;-43.2018
2702009;"Coité do Nóia";AL;-9.6334;-36.5769
2109601;"Rosário";MA;-2.9372;-44.2451
4113254;"Laranjal";PR;-24.8883;-52.4729
3511706;"Charqueada";SP;-22.5113;-47.7771
3119203;"Coroaci";MG;-18.6210;-42.2842
4300851;"Arambaré";RS;-30.9058;-51.4944
1500701;"Anajás";PA;-0.9844;-49.9384
3152170;"Ponto dos Volantes";MG;-16.7528;-41.5036
4211603;"Nova Veneza";SC;-28.6372;-49.4975
4317202;"Santa Rosa";RS;-27.8607;-54.4462
2207009;"Oeiras";PI;-7.0169;-42.1317
3527405;"Lucélia";SP;-21.7227;-51.0195
3544400;"Rubiácea";SP;-21.3009;-50.7280
2906907;"Caravelas";BA;-17.7338;-39.2656
2608503;"Lagoa de Itaenga";PE;-7.9274;-35.2954
5007901;"Sidrolândia";MS;-20.9320;-54.9606
3552700;"Tabatinga";SP;-21.7339;-48.6868
2305654;"Ipaporanga";CE;-4.9014;-40.7579
3127370;"Goiabeira";MG;-18.9799;-41.2213
2101400;"Balsas";MA;-7.5332;-46.0401
2906899;"Caraíbas";BA;-14.7228;-41.2601
5212006;"Jaupaci";GO;-16.1820;-50.9528
3111150;"Campo Azul";MG;-16.5088;-44.8137
2509602;"Monte Horebe";PB;-7.2145;-38.5863
5203962;"Buritinópolis";GO;-14.4575;-46.4304
4309001;"Giruá";RS;-28.0300;-54.3492
3544509;"Rubinéia";SP;-20.1714;-50.9995
2313807;"Uruburetama";CE;-3.6248;-39.5066
3519204;"Iacri";SP;-21.8571;-50.6917
3119302;"Coromandel";MG;-18.4725;-47.2023
4203402;"Campo Belo do Sul";SC;-27.8996;-50.7595
3152006;"Pompéu";MG;-19.2317;-45.0027
5203939;"Buriti de Goiás";GO;-16.1845;-50.4344
2600302;"Agrestina";PE;-8.4555;-35.9476
5104807;"Jaciara";MT;-15.9670;-54.9672
4121505;"Rebouças";PR;-25.6203;-50.6949
4219101;"Vargeão";SC;-26.8613;-52.1551
5220280;"São Patrício";GO;-15.3500;-49.8164
2501401;"Baía da Traição";PB;-6.6877;-34.9377
4308854;"Gentil";RS;-28.4316;-52.0351
1303809;"São Gabriel da Cachoeira";AM;-0.1299;-67.0879
2923050;"Novo Triunfo";BA;-10.3347;-38.4202
3511003;"Castilho";SP;-20.8716;-51.4878
5220264;"São Miguel do Passa Quatro";GO;-17.0580;-48.6640
2923035;"Novo Horizonte";BA;-12.8103;-42.1685
2313906;"Uruoca";CE;-3.3148;-40.5596
4300661;"André da Rocha";RS;-28.6315;-51.5742
1500503;"Almeirim";PA;-1.5285;-52.5771
2914901;"Itacaré";BA;-14.2784;-38.9955
2101731;"Belágua";MA;-3.1605;-43.5078
2109908;"Santa Inês";MA;-3.6573;-45.3778
4113304;"Laranjeiras do Sul";PR;-25.4020;-52.4132
4210902;"Modelo";SC;-26.7753;-53.0529
4317004;"Santana da Boa Vista";RS;-30.8710;-53.1136
4219200;"Vidal Ramos";SC;-27.3926;-49.3633
5007703;"Sete Quedas";MS;-23.9791;-55.0407
2206803;"Nossa Senhora dos Remédios";PI;-3.9794;-42.6218
2702306;"Coruripe";AL;-10.1268;-36.1757
4300646;"Ametista do Sul";RS;-27.3617;-53.1835
2906709;"Cândido Sales";BA;-15.5055;-41.2380
2915007;"Itaeté";BA;-12.9924;-40.9614
5007695;"São Gabriel do Oeste";MS;-19.4031;-54.5772
2305704;"Ipaumirim";CE;-6.7887;-38.7183
3543808;"Rinópolis";SP;-21.7258;-50.7223
4211009;"Mondaí";SC;-27.1023;-53.3995
3511102;"Catanduva";SP;-21.1316;-48.9714
2509404;"Mogeiro";PB;-7.3025;-35.4780
4300638;"Amaral Ferrador";RS;-30.8768;-52.2538
5105150;"Juína";MT;-11.4233;-58.7571
3127800;"Grão Mogol";MG;-16.5637;-42.8929
2101707;"Barreirinhas";MA;-2.7502;-42.8271
5212055;"Jesúpolis";GO;-15.9520;-49.3738
3111200;"Campo Belo";MG;-20.8934;-45.2770
4202701;"Botuverá";SC;-27.2001;-49.0745
1708254;"Tabocão";TO;-9.0576;-48.5202
4219176;"Vargem Bonita";SC;-27.0045;-51.7407
2931053;"Tanque Novo";BA;-13.5463;-42.4900
4317103;"Sant'Ana do Livramento";RS;-30.8894;-55.5324
2800407;"Arauá";SE;-11.2630;-37.6198
4105102;"Centenário do Sul";PR;-22.8218;-51.5941
2509396;"Maturéia";PB;-7.2666;-37.3496
2110005;"Santa Luzia";MA;-3.9707;-45.6566
1500602;"Altamira";PA;-3.2069;-52.2189
4120804;"Quatro Barras";PR;-25.3691;-49.0742
4104451;"Cantagalo";PR;-25.3722;-52.1270
5204003;"Cabeceiras";GO;-15.8025;-46.9284
2403103;"Currais Novos";RN;-6.2636;-36.5156
2702405;"Delmiro Gouveia";AL;-9.3857;-37.9982
3119609;"Coronel Pacheco";MG;-21.5880;-43.2658
2906808;"Cansanção";BA;-10.6666;-39.5049
3168408;"Tarumirim";MG;-19.2812;-42.0069
3103009;"Antônio Dias";MG;-19.6530;-42.8725
5007802;"Selvíria";MS;-20.3643;-51.4239
3519253;"Iaras";SP;-22.8723;-49.1631
2206902;"Novo Oriente do Piauí";PI;-6.4511;-41.9272
2501203;"Areial";PB;-7.0507;-35.9282
2509503;"Montadas";PB;-7.0872;-35.9601
4202800;"Braço do Norte";SC;-28.2763;-49.1657
2922854;"Nova Redenção";BA;-12.8220;-41.0743
4308904;"Getúlio Vargas";RS;-27.8914;-52.2226
4219150;"Vargem";SC;-27.4914;-50.9762
2101806;"Benedito Leite";MA;-7.2249;-44.5581
4112603;"Jardim Olinda";PR;-22.5533;-52.0385
4104428;"Candói";PR;-25.5752;-52.0557
3519105;"Iacanga";SP;-21.8903;-49.0159
1508100;"Tucuruí";PA;-3.7662;-49.6702
3160207;"Santo Antônio do Itambé";MG;-18.4643;-43.3063
5105101;"Juara";MT;-11.2529;-57.5110
3102852;"Angelândia";MG;-17.7272;-42.2708
1716505;"Pedro Afonso";TO;-8.9723;-48.1700
4219002;"Urussanga";SC;-28.5203;-49.3208
3200904;"Barra de São Francisco";ES;-18.7569;-40.8913
4300703;"Anta Gorda";RS;-28.9705;-52.0055
2501302;"Aroeiras";PB;-7.5466;-35.7081
1508084;"Tucumã";PA;-6.7532;-51.1552
2702355;"Craíbas";AL;-9.6185;-36.7679
3527256;"Lourdes";SP;-20.9674;-50.2264
2101772;"Bela Vista do Maranhão";MA;-3.7418;-45.2504
2411106;"Ruy Barbosa";RN;-5.8811;-35.9347
3503505;"Areias";SP;-22.5810;-44.6969
3510906;"Cássia dos Coqueiros";SP;-21.2824;-47.1700
4104402;"Cândido de Abreu";PR;-24.5667;-51.3376
4112702;"Jataizinho";PR;-23.2538;-50.9799
3519071;"Hortolândia";SP;-22.8699;-47.2181
4210803;"Meleiro";SC;-28.8306;-49.6356
5007109;"Ribas do Rio Pardo";MS;-20.4441;-53.7561
4316402;"Rosário do Sul";RS;-30.2592;-54.9159
5105200;"Juscimeira";MT;-16.0540;-54.8907
3111002;"Campestre";MG;-21.7114;-46.2469
2109809;"Santa Helena";MA;-2.2305;-45.3015
2306009;"Iracema";CE;-5.8097;-38.3054
1708304;"Goianorte";TO;-8.7777;-48.9332
3144201;"Nacip Raydan";MG;-18.4565;-42.2473
2931103;"Tanquinho";BA;-11.9761;-39.1050
2800209;"Aquidabã";SE;-10.2874;-37.0217
2915304;"Itagimirim";BA;-16.0876;-39.6163
5203807;"Britânia";GO;-15.2405;-51.1603
2702207;"Coqueiro Seco";AL;-9.6368;-35.7911
2402907;"Coronel João Pessoa";RN;-6.2611;-38.4435
3519055;"Holambra";SP;-22.6261;-47.0597
4300034;"Aceguá";RS;-31.8681;-54.1650
4120853;"Quatro Pontes";PR;-24.5738;-53.9780
2411205;"Santa Cruz";RN;-6.2298;-36.0195
3102803;"Andrelândia";MG;-21.7394;-44.3082
4104501;"Capanema";PR;-25.6702;-53.8089
2207207;"Padre Marcos";PI;-7.3552;-40.9070
3136009;"Joaíma";MG;-16.6552;-41.0253
4308201;"Flores da Cunha";RS;-29.0352;-51.1837
5105176;"Juruena";MT;-10.3247;-58.4936
1508050;"Trairão";PA;-4.7039;-55.9964
3552007;"Silveiras";SP;-22.6659;-44.8527
2101608;"Barra do Corda";MA;-5.5082;-45.2464
4218954;"Urupema";SC;-27.9534;-49.8745
3111101;"Campina Verde";MG;-19.5325;-49.4799
